date,followers_count,following_count,media_count,engagement_rate,average_likes,average_comments,comments_to_likes_ratio,weekly_posts,artist_name
2024-08-17,166126797,3443,1771,1.175%,1925626.2,25581.9,1.328%,0.0,Iamcardib
2024-08-16,166020213,3439,1771,1.174%,1923773.3,25561.6,1.329%,1.0,Iamcardib
2024-08-15,166104713,3440,1771,1.172%,1921321.3,25541.0,1.329%,1.0,Iamcardib
2024-08-14,166194625,3440,1771,1.169%,1917916.5,25526.3,1.331%,1.0,Iamcardib
2024-08-13,166241113,3445,1771,1.165%,1911851.2,25486.0,1.333%,1.0,Iamcardib
2024-08-12,166267422,3442,1771,1.156%,1896441.3,25424.0,1.341%,1.0,Iamcardib
2024-08-11,166282500,3444,1771,1.069%,1753465.6,24662.7,1.407%,1.0,Iamcardib
2024-08-10,166299617,3442,1771,1.067%,1749220.2,24630.3,1.408%,1.0,Iamcardib
2024-08-09,166274266,3446,1770,1.065%,1746514.3,24598.5,1.408%,0.0,Iamcardib
2024-08-08,166322161,3444,1770,1.064%,1744681.7,24571.2,1.408%,1.0,Iamcardib
2024-08-07,166320157,3442,1770,1.061%,1740907.8,24528.3,1.409%,2.0,Iamcardib
2024-08-06,166336351,3438,1770,1.059%,1737405.2,24487.3,1.409%,2.0,Iamcardib
2024-08-05,166348912,3434,1770,1.056%,1732385.8,24435.5,1.411%,2.0,Iamcardib
2024-08-04,166356941,3435,1770,1.051%,1723389.3,24362.5,1.414%,2.0,Iamcardib
2024-08-03,166355340,3434,1770,1.070%,1755312.7,24583.1,1.400%,2.0,Iamcardib
2024-08-02,166371899,3437,1770,0.867%,1422919.0,19199.4,1.349%,2.0,Iamcardib
2024-08-01,166371030,3439,1769,0.861%,1413444.8,19112.2,1.352%,1.0,Iamcardib
2024-07-31,166380175,3439,1768,0.853%,1400091.3,18959.1,1.354%,0.0,Iamcardib
2024-07-30,166426193,3436,1768,0.852%,1398967.8,18929.5,1.353%,0.0,Iamcardib
2024-07-29,166446174,3435,1768,0.851%,1397983.8,18894.7,1.352%,0.0,Iamcardib
2024-07-28,166467377,3435,1768,0.850%,1396879.2,18865.6,1.351%,1.0,Iamcardib
2024-07-27,166517262,3436,1768,0.849%,1395291.7,18819.8,1.349%,2.0,Iamcardib
2024-07-26,166559924,3436,1768,0.848%,1393463.0,18778.0,1.348%,2.0,Iamcardib
2024-07-25,166572703,3435,1768,0.846%,1389741.8,18701.3,1.346%,4.0,Iamcardib
2024-07-24,166599662,3435,1768,0.842%,1384828.8,18616.8,1.344%,4.0,Iamcardib
2024-07-23,166627537,3436,1768,0.842%,1383800.6,18909.8,1.367%,4.0,Iamcardib
2024-07-22,166639218,3436,1768,0.830%,1364494.3,18303.9,1.341%,4.0,Iamcardib
2024-07-21,166658706,3439,1767,0.823%,1352819.7,18127.6,1.340%,3.0,Iamcardib
2024-07-20,166681340,3436,1766,0.860%,1417417.8,16454.2,1.161%,2.0,Iamcardib
2024-07-19,166734196,3438,1766,0.875%,1443145.4,16277.5,1.128%,2.0,Iamcardib
2024-07-18,166757222,3438,1764,0.873%,1439515.7,16244.8,1.128%,0.0,Iamcardib
2024-07-17,166769018,3437,1764,0.871%,1436903.8,16225.4,1.129%,0.0,Iamcardib
2024-07-16,166781036,3437,1764,0.869%,1433058.3,16203.0,1.131%,1.0,Iamcardib
2024-07-15,166795330,3436,1764,0.866%,1428206.3,16172.9,1.132%,2.0,Iamcardib
2024-07-14,166807736,3438,1764,0.863%,1422866.7,16136.8,1.134%,2.0,Iamcardib
2024-07-13,166817329,3438,1764,0.857%,1413773.0,16083.3,1.138%,2.0,Iamcardib
2024-07-12,166824810,3438,1764,0.845%,1392995.5,15971.0,1.147%,2.0,Iamcardib
2024-07-11,166830931,3438,1764,0.674%,1111059.3,13745.6,1.237%,2.0,Iamcardib
2024-07-10,166835130,3437,1764,0.748%,1233197.3,14159.6,1.148%,2.0,Iamcardib
2024-07-09,166845318,3435,1763,0.746%,1230864.3,14142.5,1.149%,1.0,Iamcardib
2024-07-08,166859699,3434,1762,0.745%,1228519.8,14120.9,1.149%,0.0,Iamcardib
2024-07-07,166876680,3433,1762,0.744%,1227145.0,14104.6,1.149%,0.0,Iamcardib
2024-07-06,166887398,3433,1762,0.743%,1226138.9,14089.9,1.149%,0.0,Iamcardib
2024-07-05,166896283,3435,1762,0.743%,1225153.4,14070.9,1.149%,0.0,Iamcardib
2024-07-04,166908129,3433,1762,0.742%,1224058.1,14053.7,1.148%,0.0,Iamcardib
2024-07-03,166937355,3433,1762,0.741%,1222682.6,14030.3,1.148%,1.0,Iamcardib
2024-07-02,166979633,3433,1762,0.740%,1221089.5,14008.1,1.147%,1.0,Iamcardib
2024-07-01,166994561,3435,1762,0.738%,1218895.5,13979.4,1.147%,1.0,Iamcardib
2024-06-30,167010300,3433,1762,0.737%,1216097.4,13947.0,1.147%,1.0,Iamcardib
2024-06-29,167025138,3434,1762,0.733%,1210760.7,13877.8,1.146%,2.0,Iamcardib
2024-06-28,167039350,3434,1762,0.838%,1386139.7,13858.8,1.000%,2.0,Iamcardib
2024-06-27,167050430,3433,1762,0.837%,1383847.7,13831.3,0.999%,2.0,Iamcardib
2024-06-26,167057498,3436,1762,0.835%,1380556.4,13791.9,0.999%,1.0,Iamcardib
2024-06-25,167067755,3434,1762,0.832%,1375835.8,13746.0,0.999%,1.0,Iamcardib
2024-06-24,167079426,3436,1762,0.824%,1363792.3,13652.3,1.001%,1.0,Iamcardib
2024-06-23,167092273,3437,1762,0.792%,1310696.8,12727.2,0.971%,1.0,Iamcardib
2024-06-22,167099737,3435,1761,0.790%,1307954.3,12704.3,0.971%,0.0,Iamcardib
2024-06-21,167122489,3432,1761,0.789%,1306413.9,12681.9,0.971%,1.0,Iamcardib
2024-06-20,167124296,3431,1761,0.788%,1305058.4,12657.9,0.970%,1.0,Iamcardib
2024-06-19,167125545,3431,1761,0.788%,1303716.9,12631.2,0.969%,1.0,Iamcardib
2024-06-18,167132858,3433,1761,0.787%,1301999.8,12605.6,0.968%,1.0,Iamcardib
2024-06-17,167142641,3434,1761,0.785%,1299037.6,12577.6,0.968%,1.0,Iamcardib
2024-06-16,167149156,3433,1761,0.855%,1415842.8,13904.3,0.982%,1.0,Iamcardib
2024-06-15,167157305,3429,1761,0.855%,1414745.0,13891.8,0.982%,1.0,Iamcardib
2024-06-14,167174078,3435,1760,0.854%,1413288.9,13873.0,0.982%,0.0,Iamcardib
2024-06-13,167189721,3433,1760,0.853%,1411988.3,13855.3,0.981%,0.0,Iamcardib
2024-06-12,167198462,3433,1760,0.852%,1410691.7,13839.1,0.981%,0.0,Iamcardib
2024-06-11,167215237,3436,1760,0.851%,1409220.5,13816.6,0.980%,0.0,Iamcardib
2024-06-10,167235254,3435,1760,0.850%,1407675.5,13795.1,0.980%,0.0,Iamcardib
2024-06-09,167253426,3435,1760,0.849%,1406015.8,13778.4,0.980%,1.0,Iamcardib
2024-06-08,167268738,3433,1760,0.847%,1403681.1,13753.8,0.980%,1.0,Iamcardib
2024-06-07,167285100,3435,1760,0.845%,1400634.5,13728.2,0.980%,2.0,Iamcardib
2024-06-06,167302227,3437,1760,0.843%,1396518.8,13695.5,0.981%,4.0,Iamcardib
2024-06-05,167319000,3434,1759,0.838%,1388336.8,13640.3,0.982%,4.0,Iamcardib
2024-06-04,167335133,3434,1759,0.872%,1445476.0,14256.2,0.986%,5.0,Iamcardib
2024-06-03,167350655,3436,1759,0.868%,1438908.7,14192.6,0.986%,5.0,Iamcardib
2024-06-02,167366675,3431,1759,0.858%,1421303.7,14007.1,0.986%,4.0,Iamcardib
2024-06-01,167379678,3431,1756,0.967%,1604956.2,14157.4,0.882%,4.0,Iamcardib
2024-05-31,167392463,3430,1756,1.010%,1675548.7,14327.9,0.855%,3.0,Iamcardib
2024-05-30,167407574,3429,1756,1.116%,1853207.3,15269.6,0.824%,1.0,Iamcardib
2024-05-29,167424744,3430,1756,1.115%,1851626.9,15247.7,0.823%,1.0,Iamcardib
2024-05-28,167441953,3431,1755,1.113%,1849212.5,15212.8,0.823%,1.0,Iamcardib
2024-05-27,167464632,3431,1755,1.112%,1846565.0,15178.8,0.822%,1.0,Iamcardib
2024-05-26,167484407,3429,1755,1.109%,1842562.3,15134.9,0.821%,1.0,Iamcardib
2024-05-25,167503071,3431,1755,1.106%,1836764.8,15085.1,0.821%,1.0,Iamcardib
2024-05-24,167527968,3430,1755,1.097%,1822775.0,15005.2,0.823%,1.0,Iamcardib
2024-05-23,167560998,3428,1755,1.048%,1741091.6,15768.3,0.906%,1.0,Iamcardib
2024-05-22,167601404,3426,1755,1.047%,1738504.0,15748.7,0.906%,2.0,Iamcardib
2024-05-21,167637668,3425,1755,1.044%,1735065.0,15715.2,0.906%,1.0,Iamcardib
2024-05-20,167651818,3426,1755,1.043%,1732255.2,15690.7,0.906%,2.0,Iamcardib
2024-05-19,167670272,3426,1755,1.040%,1728290.9,15655.8,0.906%,4.0,Iamcardib
2024-05-18,167680355,3424,1755,1.035%,1719885.8,15570.1,0.905%,4.0,Iamcardib
2024-05-17,167694253,3424,1755,1.054%,1751509.7,15505.4,0.885%,4.0,Iamcardib
2024-05-16,167715900,3424,1754,1.049%,1744469.8,15456.8,0.886%,4.0,Iamcardib
2024-05-15,167735201,3424,1754,1.181%,1964111.8,17033.8,0.867%,4.0,Iamcardib
2024-05-14,167755210,3425,1754,1.119%,1860142.7,17549.2,0.943%,4.0,Iamcardib
2024-05-13,167778727,3427,1751,1.132%,1881502.1,18226.8,0.969%,4.0,Iamcardib
2024-05-12,167806049,3427,1751,1.129%,1876687.2,18182.6,0.969%,2.0,Iamcardib
2024-05-11,167832800,3425,1751,1.124%,1869081.4,18107.1,0.969%,2.0,Iamcardib
2024-05-10,167868527,3429,1751,1.116%,1856018.5,18000.4,0.970%,2.0,Iamcardib
2024-05-09,167898943,3424,1751,1.128%,1874683.9,19743.1,1.053%,2.0,Iamcardib
2024-05-08,167914640,3424,1749,1.124%,1867267.8,19678.5,1.054%,1.0,Iamcardib
2024-05-07,167916991,3424,1749,1.166%,1935187.6,22626.8,1.169%,1.0,Iamcardib
2024-05-06,167914313,3424,1749,1.163%,1930699.4,22590.6,1.170%,0.0,Iamcardib
2024-05-05,167930554,3425,1749,1.163%,1929693.3,22564.6,1.169%,0.0,Iamcardib
2024-05-04,167942777,3423,1749,1.162%,1928662.2,22545.1,1.169%,0.0,Iamcardib
2024-05-03,167956440,3420,1749,1.161%,1927029.9,22517.7,1.169%,0.0,Iamcardib
2024-05-02,167973830,3420,1749,1.160%,1925425.3,22485.4,1.168%,0.0,Iamcardib
2024-05-01,167991888,3420,1749,1.158%,1923517.1,22446.9,1.167%,1.0,Iamcardib
2024-04-30,168012278,3417,1749,1.157%,1921670.5,22413.7,1.166%,1.0,Iamcardib
2024-04-29,168030222,3417,1749,1.156%,1919222.3,22382.4,1.166%,1.0,Iamcardib
2024-04-28,168049644,3417,1749,1.153%,1915812.1,22345.6,1.166%,1.0,Iamcardib
2024-04-27,168066357,3414,1749,1.148%,1906616.8,22288.9,1.169%,2.0,Iamcardib
2024-04-26,168077454,3413,1748,1.126%,1869379.3,22775.4,1.218%,2.0,Iamcardib
2024-04-25,168107263,3415,1748,1.124%,1866050.4,22745.5,1.219%,2.0,Iamcardib
2024-04-24,168124632,3414,1748,1.120%,1860840.9,22678.4,1.219%,1.0,Iamcardib
2024-04-23,168140100,3413,1748,1.114%,1851008.3,22599.3,1.221%,1.0,Iamcardib
2024-04-22,168160054,3416,1747,1.034%,1717972.4,21637.5,1.259%,1.0,Iamcardib
2024-04-21,168189312,3413,1747,1.033%,1715270.9,21619.1,1.260%,1.0,Iamcardib
2024-04-20,168214289,3415,1747,1.031%,1712715.8,21591.5,1.261%,0.0,Iamcardib
2024-04-19,168226775,3416,1747,1.030%,1711814.4,21577.7,1.261%,0.0,Iamcardib
2024-04-18,168248776,3414,1747,1.030%,1711020.1,21563.1,1.260%,0.0,Iamcardib
2024-04-17,168269755,3412,1747,1.029%,1710227.2,21539.1,1.259%,0.0,Iamcardib
2024-04-16,168291289,3407,1747,1.029%,1709362.0,21519.1,1.259%,0.0,Iamcardib
2024-04-15,168308713,3407,1747,1.028%,1708324.8,21497.3,1.258%,0.0,Iamcardib
2024-04-14,168330980,3405,1747,1.027%,1707022.6,21457.3,1.257%,0.0,Iamcardib
2024-04-13,168349200,3408,1747,1.026%,1705623.3,21428.6,1.256%,0.0,Iamcardib
2024-04-12,168363349,3405,1747,1.025%,1704123.9,21390.5,1.255%,0.0,Iamcardib
2024-04-11,168377064,3408,1747,1.024%,1702102.1,21336.4,1.254%,0.0,Iamcardib
2024-04-10,168398436,3409,1747,1.022%,1700477.1,21289.7,1.252%,1.0,Iamcardib
2024-04-09,168415354,3408,1747,1.021%,1698287.5,21227.6,1.250%,1.0,Iamcardib
2024-04-08,168435957,3403,1747,1.019%,1695210.6,21117.1,1.246%,1.0,Iamcardib
2024-04-07,168453167,3406,1747,1.015%,1689591.9,21030.8,1.245%,1.0,Iamcardib
2024-04-06,168467728,3406,1746,1.009%,1678184.8,20914.0,1.246%,1.0,Iamcardib
2024-04-05,168492000,3406,1746,0.983%,1636682.8,19625.5,1.199%,1.0,Iamcardib
2024-04-04,168524519,3403,1746,0.981%,1633737.1,19578.3,1.198%,1.0,Iamcardib
2024-04-03,168544808,3404,1746,0.979%,1630956.7,19544.7,1.198%,0.0,Iamcardib
2024-04-02,168561998,3403,1746,0.978%,1628652.6,19517.3,1.198%,1.0,Iamcardib
2024-04-01,168584598,3407,1746,0.976%,1626155.5,19480.6,1.198%,2.0,Iamcardib
2024-03-31,168598869,3407,1746,0.974%,1622794.5,19443.0,1.198%,2.0,Iamcardib
2024-03-30,168614631,3408,1746,0.971%,1617988.8,19393.5,1.199%,2.0,Iamcardib
2024-03-29,168629905,3405,1745,0.966%,1610153.8,19334.3,1.201%,2.0,Iamcardib
2024-03-28,168646256,3404,1745,0.970%,1616277.4,19657.8,1.216%,4.0,Iamcardib
2024-03-27,168664667,3404,1745,0.960%,1600302.6,19561.0,1.222%,5.0,Iamcardib
2024-03-26,168685657,3401,1745,0.985%,1641807.1,20136.6,1.226%,4.0,Iamcardib
2024-03-25,168707884,3399,1744,0.981%,1634367.4,20053.4,1.227%,4.0,Iamcardib
2024-03-24,168725652,3405,1744,0.974%,1624038.5,19928.3,1.227%,4.0,Iamcardib
2024-03-23,168744318,3403,1744,0.956%,1594001.5,19662.2,1.234%,5.0,Iamcardib
2024-03-22,168761874,3406,1744,1.024%,1701749.0,25585.8,1.504%,5.0,Iamcardib
2024-03-21,168774484,3406,1741,1.018%,1692058.1,25473.9,1.505%,6.0,Iamcardib
2024-03-20,168808432,3406,1741,1.114%,1850518.9,29965.6,1.619%,6.0,Iamcardib
2024-03-19,168828288,3403,1740,1.107%,1839263.4,29870.1,1.624%,7.0,Iamcardib
2024-03-18,168848910,3403,1740,1.096%,1821139.8,29727.5,1.632%,6.0,Iamcardib
2024-03-17,168868893,3402,1740,1.035%,1717611.0,30042.1,1.749%,8.0,Iamcardib
2024-03-16,168903678,3401,1739,1.012%,1680448.5,29110.5,1.732%,8.0,Iamcardib
2024-03-15,168923398,3401,1738,1.078%,1793071.0,27465.3,1.532%,7.0,Iamcardib
2024-03-14,168961741,3401,1735,1.112%,1849932.8,28414.5,1.536%,5.0,Iamcardib
2024-03-13,168983578,3397,1734,1.101%,1831824.8,28291.7,1.544%,4.0,Iamcardib
2024-03-12,169008109,3397,1734,1.065%,1773104.9,27239.1,1.536%,3.0,Iamcardib
2024-03-11,169029446,3395,1732,1.062%,1767272.6,27135.2,1.535%,3.0,Iamcardib
2024-03-10,169033624,3398,1732,1.058%,1760544.3,27026.6,1.535%,1.0,Iamcardib
2024-03-09,169030313,3399,1732,1.049%,1746753.8,26798.8,1.534%,3.0,Iamcardib
2024-03-08,169025267,3397,1732,0.987%,1645130.8,22977.3,1.397%,3.0,Iamcardib
2024-03-07,169026708,3395,1731,0.982%,1636214.9,22860.6,1.397%,3.0,Iamcardib
2024-03-06,169029268,3397,1731,0.976%,1627299.8,22751.2,1.398%,5.0,Iamcardib
2024-03-05,169033766,3397,1731,0.967%,1611359.1,22557.7,1.400%,5.0,Iamcardib
2024-03-04,169045322,3398,1731,0.872%,1452495.5,21315.5,1.468%,5.0,Iamcardib
2024-03-03,169087412,3399,1730,0.933%,1557207.5,20244.8,1.300%,5.0,Iamcardib
2024-03-02,169114408,3399,1729,0.924%,1542560.6,19991.7,1.296%,3.0,Iamcardib
2024-03-01,169062040,3396,1729,0.906%,1516439.7,14933.8,0.985%,3.0,Iamcardib
2024-02-29,169087190,3396,1727,0.971%,1626936.5,15006.5,0.922%,2.0,Iamcardib
2024-02-28,169106434,3398,1726,0.969%,1623233.9,14971.8,0.922%,0.0,Iamcardib
2024-02-27,169134978,3401,1726,0.968%,1622063.8,14953.9,0.922%,0.0,Iamcardib
2024-02-26,169125450,3401,1726,0.968%,1621434.8,14934.6,0.921%,0.0,Iamcardib
2024-02-25,169152766,3401,1726,0.967%,1620762.1,14917.8,0.920%,0.0,Iamcardib
2024-02-24,169164949,3395,1731,0.967%,1620109.4,14904.2,0.920%,0.0,Iamcardib
2024-02-23,169160570,3395,1731,0.966%,1619685.2,14897.2,0.920%,0.0,Iamcardib
2024-02-22,169188775,3393,1731,0.966%,1619271.8,14887.4,0.919%,0.0,Iamcardib
2024-02-21,169199644,3397,1732,0.966%,1618751.8,14878.3,0.919%,0.0,Iamcardib
2024-02-20,169209979,3399,1732,0.965%,1618292.6,14869.8,0.919%,0.0,Iamcardib
2024-02-19,169218214,3401,1732,0.965%,1617652.9,14855.7,0.918%,0.0,Iamcardib
2024-02-18,169227117,3400,1732,0.964%,1617133.1,14842.5,0.918%,0.0,Iamcardib
2024-02-17,169222927,3403,1732,0.964%,1616579.9,14829.8,0.917%,0.0,Iamcardib
2024-02-16,169225423,3406,1732,0.964%,1615787.0,14806.4,0.916%,1.0,Iamcardib
2024-02-15,169209695,3404,1732,0.963%,1614951.7,14787.5,0.916%,1.0,Iamcardib
2024-02-14,169258167,3405,1732,0.962%,1614094.5,14773.6,0.915%,1.0,Iamcardib
2024-02-13,169248843,3408,1732,0.962%,1613218.5,14758.2,0.915%,1.0,Iamcardib
2024-02-12,169245268,3410,1732,0.961%,1611866.3,14729.3,0.914%,1.0,Iamcardib
2024-02-11,169250199,3409,1732,1.092%,1831989.1,16503.5,0.901%,1.0,Iamcardib
2024-02-10,169215155,3408,1732,1.092%,1831434.1,16497.8,0.901%,1.0,Iamcardib
2024-02-09,169261357,3408,1731,1.091%,1830541.8,16487.3,0.901%,0.0,Iamcardib
2024-02-08,169163818,3408,1731,1.092%,1829971.2,16474.4,0.900%,0.0,Iamcardib
2024-02-07,169295885,3407,1731,1.090%,1829391.3,16462.6,0.900%,0.0,Iamcardib
2024-02-06,169297641,3406,1731,1.090%,1828839.2,16449.1,0.899%,0.0,Iamcardib
2024-02-05,169265922,3407,1731,1.090%,1828284.6,16434.2,0.899%,0.0,Iamcardib
2024-02-04,169291481,3404,1731,1.089%,1827622.7,16418.4,0.898%,0.0,Iamcardib
2024-02-03,169295194,3403,1731,1.089%,1826989.0,16407.7,0.898%,0.0,Iamcardib
2024-02-02,169294443,3402,1731,1.088%,1826298.4,16396.0,0.898%,0.0,Iamcardib
2024-02-01,169297384,3401,1731,1.088%,1825527.6,16380.3,0.897%,0.0,Iamcardib
2024-01-31,169300672,3404,1731,1.087%,1824639.0,16361.8,0.897%,0.0,Iamcardib
2024-01-30,169311682,3405,1731,1.087%,1823618.4,16339.1,0.896%,0.0,Iamcardib
2024-01-29,169317236,3404,1731,1.086%,1822298.9,16311.9,0.895%,0.0,Iamcardib
2024-01-28,169323435,3408,1731,1.085%,1820809.1,16284.3,0.894%,0.0,Iamcardib
2024-01-27,169326218,3406,1731,1.084%,1819574.3,16262.4,0.894%,0.0,Iamcardib
2024-01-26,169315091,3404,1731,1.084%,1818402.5,16240.0,0.893%,0.0,Iamcardib
2024-01-25,169324302,3403,1731,1.083%,1817643.7,16221.7,0.892%,0.0,Iamcardib
2024-01-24,169319198,3402,1731,1.083%,1816971.4,16206.8,0.892%,0.0,Iamcardib
2024-01-23,169324367,3400,1731,1.082%,1816302.8,16195.7,0.892%,0.0,Iamcardib
2024-01-22,169329247,3401,1731,1.082%,1815599.5,16191.2,0.892%,0.0,Iamcardib
2024-01-21,169333306,3398,1731,1.081%,1814815.4,16178.3,0.891%,0.0,Iamcardib
2024-01-20,169339420,3396,1731,1.081%,1813879.5,16160.0,0.891%,0.0,Iamcardib
2024-01-19,169332958,3393,1731,1.080%,1813053.9,16143.3,0.890%,0.0,Iamcardib
2024-01-18,169344505,3391,1731,1.080%,1812481.9,16131.1,0.890%,0.0,Iamcardib
2024-01-17,169350980,3393,1731,1.079%,1811831.0,16117.7,0.890%,0.0,Iamcardib
2024-01-16,169358616,3398,1731,1.079%,1811260.2,16092.8,0.888%,0.0,Iamcardib
2024-01-15,169357943,3396,1731,1.079%,1810581.9,16080.2,0.888%,0.0,Iamcardib
2024-01-14,169362892,3395,1731,1.078%,1809853.7,16063.7,0.888%,0.0,Iamcardib
2024-01-13,169307898,3394,1731,1.078%,1809060.4,16050.1,0.887%,0.0,Iamcardib
2024-01-12,169304668,3397,1731,1.077%,1808029.3,16037.3,0.887%,0.0,Iamcardib
2024-01-11,169332245,3395,1731,1.077%,1806963.2,16023.4,0.887%,0.0,Iamcardib
2024-01-10,169370766,3397,1731,1.076%,1805998.8,16010.3,0.887%,0.0,Iamcardib
2024-01-09,169371130,3399,1731,1.075%,1805028.9,15999.0,0.886%,0.0,Iamcardib
2024-01-08,169374106,3398,1731,1.074%,1803874.3,15979.8,0.886%,0.0,Iamcardib
2024-01-07,169366453,3398,1731,1.073%,1801970.8,15949.6,0.885%,1.0,Iamcardib
2024-01-06,169367899,3400,1731,1.072%,1799312.3,15919.8,0.885%,1.0,Iamcardib
2024-01-05,169356998,3400,1731,1.070%,1796070.2,15887.3,0.885%,1.0,Iamcardib
2024-01-04,169359256,3400,1731,1.067%,1791483.8,15847.2,0.885%,1.0,Iamcardib
2024-01-03,169363414,3401,1731,1.060%,1778724.7,15761.8,0.886%,1.0,Iamcardib
2024-01-02,169369522,3398,1731,1.087%,1823021.8,18698.8,1.026%,1.0,Iamcardib
2024-01-01,169382107,3399,1731,1.085%,1819804.8,18677.3,1.026%,1.0,Iamcardib
2023-12-31,169379238,3398,1730,1.084%,1818092.8,18648.8,1.026%,1.0,Iamcardib
2023-12-30,169379593,3402,1730,1.083%,1816612.7,18613.1,1.025%,1.0,Iamcardib
2023-12-29,169374346,3399,1730,1.082%,1814395.8,18553.3,1.023%,1.0,Iamcardib
2023-12-28,169364740,3400,1730,1.081%,1812209.1,18501.3,1.021%,1.0,Iamcardib
2023-12-27,169361203,3400,1730,1.079%,1809239.3,18457.2,1.020%,1.0,Iamcardib
2023-12-26,169361472,3396,1730,1.074%,1801379.9,18373.5,1.020%,1.0,Iamcardib
2023-12-25,169353162,3395,1730,1.007%,1688260.8,17215.7,1.020%,1.0,Iamcardib
2023-12-24,169329240,3394,1729,1.005%,1684644.4,17179.9,1.020%,0.0,Iamcardib
2023-12-23,169157935,3392,1729,1.005%,1682073.9,17132.2,1.019%,0.0,Iamcardib
2023-12-22,169307399,3391,1729,1.002%,1679993.8,17084.5,1.017%,0.0,Iamcardib
2023-12-21,169301940,3390,1729,1.001%,1677530.8,17049.0,1.016%,0.0,Iamcardib
2023-12-20,169304192,3391,1729,0.999%,1674989.5,17005.8,1.015%,0.0,Iamcardib
2023-12-19,169280702,3391,1729,0.998%,1672388.9,16973.0,1.015%,0.0,Iamcardib
2023-12-18,169267364,3393,1729,0.996%,1669513.9,16915.3,1.013%,1.0,Iamcardib
2023-12-17,169251544,3392,1730,0.994%,1665650.4,16850.1,1.012%,1.0,Iamcardib
2023-12-16,169226731,3391,1730,1.002%,1678920.9,16978.8,1.011%,1.0,Iamcardib
2023-12-15,169186619,3391,1730,0.996%,1669132.5,16769.7,1.005%,1.0,Iamcardib
2023-12-14,169158167,3392,1730,0.993%,1662318.4,16619.6,1.000%,1.0,Iamcardib
2023-12-13,169143946,3394,1730,0.987%,1653064.4,16555.1,1.001%,1.0,Iamcardib
2023-12-12,169127683,3391,1732,0.919%,1538600.3,15879.7,1.032%,1.0,Iamcardib
2023-12-11,169118196,3392,1731,0.918%,1536946.3,15900.7,1.035%,0.0,Iamcardib
2023-12-10,169100977,3392,1731,0.915%,1530867.4,15792.9,1.032%,0.0,Iamcardib
2023-12-09,169078011,3391,1731,0.913%,1528210.3,15756.3,1.031%,1.0,Iamcardib
2023-12-08,168977921,3391,1731,0.912%,1525867.6,15714.8,1.030%,1.0,Iamcardib
2023-12-07,169076650,3389,1731,0.910%,1522907.3,15672.3,1.029%,1.0,Iamcardib
2023-12-06,169070248,3387,1731,0.908%,1518961.0,15633.1,1.029%,1.0,Iamcardib
2023-12-05,169048642,3389,1731,0.902%,1509789.6,15558.1,1.030%,1.0,Iamcardib
2023-12-04,168993188,3394,1731,0.839%,1402873.2,14921.6,1.064%,1.0,Iamcardib
2023-12-03,168978533,3392,1730,0.838%,1400770.1,14902.8,1.064%,2.0,Iamcardib
2023-12-02,169041051,3393,1730,0.836%,1397477.8,14872.2,1.064%,1.0,Iamcardib
2023-12-01,169057746,3391,1730,0.834%,1395626.8,14849.8,1.064%,1.0,Iamcardib
2023-11-30,169054142,3389,1730,0.833%,1393531.8,14823.9,1.064%,1.0,Iamcardib
2023-11-29,169053865,3389,1730,0.831%,1389664.8,14794.3,1.065%,1.0,Iamcardib
2023-11-28,169063878,3389,1730,0.841%,1407139.5,15231.2,1.082%,1.0,Iamcardib
2023-11-27,169054179,3391,1729,0.841%,1405707.3,15216.5,1.082%,1.0,Iamcardib
2023-11-26,169058625,3392,1729,0.840%,1404194.4,15195.3,1.082%,0.0,Iamcardib
2023-11-25,169054918,3392,1729,0.839%,1403126.4,15174.2,1.081%,0.0,Iamcardib
2023-11-24,169053645,3394,1729,0.838%,1402101.8,15149.8,1.081%,0.0,Iamcardib
2023-11-23,169044249,3392,1729,0.838%,1401096.8,15128.6,1.080%,0.0,Iamcardib
2023-11-22,169034863,3391,1729,0.837%,1399923.3,15107.1,1.079%,1.0,Iamcardib
2023-11-21,169059319,3388,1729,0.836%,1398377.5,15078.6,1.078%,1.0,Iamcardib
2023-11-20,169028449,3390,1729,0.835%,1396171.3,15023.2,1.076%,1.0,Iamcardib
2023-11-19,169013915,3389,1729,0.833%,1393669.8,14971.5,1.074%,1.0,Iamcardib
2023-11-18,169026562,3387,1729,0.831%,1388966.1,14899.8,1.073%,1.0,Iamcardib
2023-11-17,169077590,3386,1729,0.866%,1449632.2,15264.1,1.053%,1.0,Iamcardib
2023-11-16,169044368,3386,1729,0.866%,1448002.4,15240.4,1.053%,1.0,Iamcardib
2023-11-15,169053175,3384,1728,0.864%,1445854.6,15214.6,1.052%,1.0,Iamcardib
2023-11-14,169057508,3384,1728,0.863%,1444409.0,15195.4,1.052%,1.0,Iamcardib
2023-11-13,169063345,3385,1728,0.863%,1443075.8,15181.5,1.052%,1.0,Iamcardib
2023-11-12,169068709,3387,1728,0.862%,1441741.8,15162.8,1.052%,1.0,Iamcardib
2023-11-11,169068762,3386,1728,0.860%,1439308.9,15136.9,1.052%,1.0,Iamcardib
2023-11-10,169066685,3386,1728,0.886%,1482734.0,15274.5,1.030%,1.0,Iamcardib
2023-11-09,169075276,3386,1728,0.885%,1480812.5,15262.8,1.031%,1.0,Iamcardib
2023-11-08,169074803,3385,1727,0.884%,1479164.5,15246.8,1.031%,0.0,Iamcardib
